director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,comb
D.J. Caruso,Abigail Cowen,Tom Lewis,Logan Marshall-Green,Romance Drama History,redeeming love,Abigail Cowen Tom Lewis Logan Marshall-Green D.J. Caruso Romance Drama History
Sean McNamara,Pierce Brosnan,Kaya Scodelario,Benjamin Walker,Fantasy Drama Romance History,the king's daughter,Pierce Brosnan Kaya Scodelario Benjamin Walker Sean McNamara Fantasy Drama Romance History
Ray Giarratana,Christian Convery,Dennis Quaid,Queen Latifah,Adventure Family,the tiger rising,Christian Convery Dennis Quaid Queen Latifah Ray Giarratana Adventure Family
Justin Lee,Bruce Dern,Billy Zane,Tony Todd,Horror,hellblazers,Bruce Dern Billy Zane Tony Todd Justin Lee Horror
Megan Park,Jenna Ortega,Maddie Ziegler,Niles Fitch,Drama,the fallout,Jenna Ortega Maddie Ziegler Niles Fitch Megan Park Drama
"Charles Kinnane, Daniel Kinnane",Kevin James,Taylor Lautner,Rob Schneider,Family Comedy,home team,"Kevin James Taylor Lautner Rob Schneider Charles Kinnane, Daniel Kinnane Family Comedy"
John C. Donkin,Simon Pegg,Utkarsh Ambudkar,Justina Machado,Animation Comedy Adventure Family,the ice age adventures of buck wild,Simon Pegg Utkarsh Ambudkar Justina Machado John C. Donkin Animation Comedy Adventure Family
Paul Solet,Adrien Brody,Glenn Fleshler,Mykelti Williamson,Crime,clean,Adrien Brody Glenn Fleshler Mykelti Williamson Paul Solet Crime
Jeff Tremaine,Johnny Knoxville,Steve-O,Chris Pontius,Comedy Documentary,jackass forever,Johnny Knoxville Steve-O Chris Pontius Jeff Tremaine Comedy Documentary
Roland Emmerich,Halle Berry,Patrick Wilson,John Bradley,Science Fiction,moonfall,Halle Berry Patrick Wilson John Bradley Roland Emmerich Science Fiction
Tim Kirkby,Charlie Hunnam,Mel Gibson,Morena Baccarin,Action Crime Thriller,last looks,Charlie Hunnam Mel Gibson Morena Baccarin Tim Kirkby Action Crime Thriller
Rich Ragsdale,Scout Taylor-Compton,Nolan Gerard Funk,Jeff Fahey,Horror,the long night,Scout Taylor-Compton Nolan Gerard Funk Jeff Fahey Rich Ragsdale Horror
Steven Soderbergh,Zoë Kravitz,Rita Wilson,Byron Bowers,Thriller,kimi,Zoë Kravitz Rita Wilson Byron Bowers Steven Soderbergh Thriller
D.J. Caruso,Rainey Qualley,Jake Horowitz,Luciana VanDette,Thriller Horror Drama,shut in,Rainey Qualley Jake Horowitz Luciana VanDette D.J. Caruso Thriller Horror Drama
Kenneth Branagh,Tom Bateman,Annette Bening,Kenneth Branagh,Mystery Drama Crime Thriller Action Adventure,death on the nile,Tom Bateman Annette Bening Kenneth Branagh Kenneth Branagh Mystery Drama Crime Thriller Action Adventure
Kat Coiro,Jennifer Lopez,Owen Wilson,Maluma,Romance Comedy Music,marry me,Jennifer Lopez Owen Wilson Maluma Kat Coiro Romance Comedy Music
Mark Williams,Liam Neeson,Emmy Raver-Lampman,Taylor John Smith,Action Thriller,blacklight,Liam Neeson Emmy Raver-Lampman Taylor John Smith Mark Williams Action Thriller
Jason Orley,Charlie Day,Jenny Slate,Scott Eastwood,Comedy Romance,i want you back,Charlie Day Jenny Slate Scott Eastwood Jason Orley Comedy Romance
Emily Ting,Ava Michelle,Griffin Gluck,Sabrina Carpenter,Comedy Romance,tall girl 2,Ava Michelle Griffin Gluck Sabrina Carpenter Emily Ting Comedy Romance
Josephine Decker,Grace Kaufman,Pico Alexander,Jacques Colimon,Drama Romance Music,the sky is everywhere,Grace Kaufman Pico Alexander Jacques Colimon Josephine Decker Drama Romance Music
Arie Posin,Joey King,Kyle Allen,Kim Dickens,Romance Science Fiction Drama,the in between,Joey King Kyle Allen Kim Dickens Arie Posin Romance Science Fiction Drama
Roel Reiné,Iko Uwais,Lewis Tan,Lawrence Kao,Action Fantasy,fistful of vengeance,Iko Uwais Lewis Tan Lawrence Kao Roel Reiné Action Fantasy
Ruben Fleischer,Tom Holland,Mark Wahlberg,Sophia Ali,Action Adventure,uncharted,Tom Holland Mark Wahlberg Sophia Ali Ruben Fleischer Action Adventure
"Reid Carolin, Channing Tatum",Channing Tatum,Jane Adams,Kevin Nash,Drama Comedy,dog,"Channing Tatum Jane Adams Kevin Nash Reid Carolin, Channing Tatum Drama Comedy"
David Blue Garcia,Sarah Yarkin,Elsie Fisher,Mark Burham,Horror Thriller,texas chainsaw massacre,Sarah Yarkin Elsie Fisher Mark Burham David Blue Garcia Horror Thriller
Sean Ellis,Boyd Holbrook,Kelly Reilly,Alistair Petrie,Horror Fantasy Mystery,the cursed,Boyd Holbrook Kelly Reilly Alistair Petrie Sean Ellis Horror Fantasy Mystery
Erik Peter Carlson,Emily Shenaut,Brian Hull,Gabriel Burrafato,Adventure Family Fantasy,a fairy tale after all,Emily Shenaut Brian Hull Gabriel Burrafato Erik Peter Carlson Adventure Family Fantasy
Joe Wright,Peter Dinklage,Haley Bennett,Kelvin Harrison Jr.,Drama Romance,cyrano,Peter Dinklage Haley Bennett Kelvin Harrison Jr. Joe Wright Drama Romance
BJ McDonell,Dave Grohl,Taylor Hawkins,Nate Mendel,Horror Comedy Music,studio 666,Dave Grohl Taylor Hawkins Nate Mendel BJ McDonell Horror Comedy Music
Tyler Perry,Tyler Perry,Cassi Davis,David Mann,Comedy,a madea homecoming,Tyler Perry Cassi Davis David Mann Tyler Perry Comedy
Damien Power,Havana Rose Liu,Danny Ramirez,Dennis Haysbert,Horror Thriller Mystery,no exit,Havana Rose Liu Danny Ramirez Dennis Haysbert Damien Power Horror Thriller Mystery
Edward John Drake,Bruce Willis,Luke Wilson,Devon Sawa,Action Thriller Crime Mystery,gasoline alley,Bruce Willis Luke Wilson Devon Sawa Edward John Drake Action Thriller Crime Mystery
Matt Reeves,Robert Pattinson,Zoë Kravitz,Paul Dano,Crime Mystery Thriller,the batman,Robert Pattinson Zoë Kravitz Paul Dano Matt Reeves Crime Mystery Thriller
"Kogonada (writer/director); Colin Farrell, Jodie Turner-Smith, Justin H. Min, Malea Emma Tjandrawidjaja, Haley Lu Richardson, Ritchie Coster, Sarita Choudhury, Clifton Collins Jr.",Kogonada (writer/director); Colin Farrell,Jodie Turner-Smith,Justin H. Min,Science Fiction Drama,after yang,"Kogonada (writer/director); Colin Farrell Jodie Turner-Smith Justin H. Min Kogonada (writer/director); Colin Farrell, Jodie Turner-Smith, Justin H. Min, Malea Emma Tjandrawidjaja, Haley Lu Richardson, Ritchie Coster, Sarita Choudhury, Clifton Collins Jr. Science Fiction Drama"
Mimi Cave,Daisy Edgar-Jones,Sebastian Stan,Jonica T. Gibbs,Horror Thriller Comedy,fresh,Daisy Edgar-Jones Sebastian Stan Jonica T. Gibbs Mimi Cave Horror Thriller Comedy
Wes Miller,Kevin Dillon,Bruce Willis,Frank Grillo,Action Thriller Crime,a day to die,Kevin Dillon Bruce Willis Frank Grillo Wes Miller Action Thriller Crime
Shawn Levy,Ryan Reynolds,Mark Ruffalo,Jennifer Garner,Adventure Science Fiction,the adam project,Ryan Reynolds Mark Ruffalo Jennifer Garner Shawn Levy Adventure Science Fiction
Domee Shi,Rosalie Chiang,Sandra Oh,Ava Morse,Animation Family Comedy Fantasy,turning red,Rosalie Chiang Sandra Oh Ava Morse Domee Shi Animation Family Comedy Fantasy
Kim Bass,Rory Cochrane,Amy Smart,Major Dodson,Drama,tyson's run,Rory Cochrane Amy Smart Major Dodson Kim Bass Drama
Katt Shea,Grant Gustin,Scott Wolf,Kaylah Zander,Family Drama,rescued by ruby,Grant Gustin Scott Wolf Kaylah Zander Katt Shea Family Drama
Graham Moore,Mark Rylance,Zoey Deutch,Johnny Flynn,Crime Drama Thriller,the outfit,Mark Rylance Zoey Deutch Johnny Flynn Graham Moore Crime Drama Thriller
Adrian Lyne,Ben Affleck,Ana de Armas,Tracy Letts,Drama Mystery Thriller,deep water,Ben Affleck Ana de Armas Tracy Letts Adrian Lyne Drama Mystery Thriller
Gail Lerner,Gabrielle Union,Zach Braff,Erika Christensen,Family Comedy,cheaper by the dozen,Gabrielle Union Zach Braff Erika Christensen Gail Lerner Family Comedy
Charlie McDowell,Lily Collins,Jesse Plemons,Jason Segel,Thriller Crime Drama,windfall,Lily Collins Jesse Plemons Jason Segel Charlie McDowell Thriller Crime Drama
Ti West,Mia Goth,Jenna Ortega,Martin Henderson,Horror Mystery Thriller,x,Mia Goth Jenna Ortega Martin Henderson Ti West Horror Mystery Thriller
Iris K. Shim,Sandra Oh,Fivel Stewart,MeeWha Alana Lee,Horror,umma,Sandra Oh Fivel Stewart MeeWha Alana Lee Iris K. Shim Horror
Krystin Ver Linden,Keke Palmer,Common,Gaius Charles,Adventure Fantasy,alice,Keke Palmer Common Gaius Charles Krystin Ver Linden Adventure Fantasy
Mariama Diallo,Regina Hall,Zoe Renee,Amber Gray,Action Fantasy Mystery Thriller,master,Regina Hall Zoe Renee Amber Gray Mariama Diallo Action Fantasy Mystery Thriller
Peyfa,Bella Thorne,Melissa Leo,Roma Maffia,Thriller,measure of revenge,Bella Thorne Melissa Leo Roma Maffia Peyfa Thriller
"Aaron Nee, Adam Nee (directors/screenplay); Oren Uziel, Dana Fox (screenplay); Sandra Bullock, Channing Tatum, Daniel Radcliffe, Da'Vine Joy Randolph, Brad Pitt",Sandra Bullock,Channing Tatum,Daniel Radcliffe,Action Adventure Comedy,the lost city,"Sandra Bullock Channing Tatum Daniel Radcliffe Aaron Nee, Adam Nee (directors/screenplay); Oren Uziel, Dana Fox (screenplay); Sandra Bullock, Channing Tatum, Daniel Radcliffe, Da'Vine Joy Randolph, Brad Pitt Action Adventure Comedy"
"Daniel Kwan, Daniel Scheinert (directors/screenplay); Michelle Yeoh, Stephanie Hsu, Ke Huy Quan, Jenny Slate, Harry Shum Jr., James Hong, Jamie Lee Curtis",Michelle Yeoh,Stephanie Hsu,Ke Huy Quan,Action Adventure Science Fiction,everything everywhere all at once,"Michelle Yeoh Stephanie Hsu Ke Huy Quan Daniel Kwan, Daniel Scheinert (directors/screenplay); Michelle Yeoh, Stephanie Hsu, Ke Huy Quan, Jenny Slate, Harry Shum Jr., James Hong, Jamie Lee Curtis Action Adventure Science Fiction"
"Małgorzata Szumowska, Michał Englert",Naomi Watts,Billy Howle,Sophie Okonedo,Drama Thriller,infinite storm,"Naomi Watts Billy Howle Sophie Okonedo Małgorzata Szumowska, Michał Englert Drama Thriller"
Roshan Sethi,Karan Soni,Geraldine Viswanathan,Mark Duplass,Thriller Drama Crime,7 days,Karan Soni Geraldine Viswanathan Mark Duplass Roshan Sethi Thriller Drama Crime
Chris Winterbauer,Cole Sprouse,Lana Condor,Mason Gooding,Comedy Romance Science Fiction,moonshot,Cole Sprouse Lana Condor Mason Gooding Chris Winterbauer Comedy Romance Science Fiction
Daniel Espinosa,Jared Leto,Matt Smith,Adria Arjona,Action Science Fiction Fantasy,morbius,Jared Leto Matt Smith Adria Arjona Daniel Espinosa Action Science Fiction Fantasy
Judd Apatow,Karen Gillan,Iris Apatow,Fred Armisen,Comedy,the bubble,Karen Gillan Iris Apatow Fred Armisen Judd Apatow Comedy
Tarik Saleh,Chris Pine,Ben Foster,Gillian Jacobs,Action Thriller,the contractor,Chris Pine Ben Foster Gillian Jacobs Tarik Saleh Action Thriller
Tim Federle,Rueby Wood,Joshua Bassett,Aria Brooks,Music Family Comedy,better nate than ever,Rueby Wood Joshua Bassett Aria Brooks Tim Federle Music Family Comedy
Richard Linklater,Glen Powell,Zachary Levi,Milo Coy,Animation Science Fiction Family Adventure,apollo 10 1⁄2: a space age childhood,Glen Powell Zachary Levi Milo Coy Richard Linklater Animation Science Fiction Family Adventure
Jeff Fowler,James Marsden,Ben Schwartz,Tika Sumpter,Action Adventure Family Comedy,sonic the hedgehog 2,James Marsden Ben Schwartz Tika Sumpter Jeff Fowler Action Adventure Family Comedy
Michael Bay,Jake Gyllenhaal,Yahya Abdul-Mateen II,Eiza González,Action Thriller Crime,ambulance,Jake Gyllenhaal Yahya Abdul-Mateen II Eiza González Michael Bay Action Thriller Crime
Janus Metz Pedersen,Chris Pine,Thandiwe Newton,Laurence Fishburne,Thriller Action,all the old knives,Chris Pine Thandiwe Newton Laurence Fishburne Janus Metz Pedersen Thriller Action
Peter Sollett,Jaeden Martell,Isis Hainsworth,Adrian Greensmith,Comedy Drama Music,metal lords,Jaeden Martell Isis Hainsworth Adrian Greensmith Peter Sollett Comedy Drama Music
Rosalind Ross,Mark Wahlberg,Mel Gibson,Jacki Weaver,Drama,father stu,Mark Wahlberg Mel Gibson Jacki Weaver Rosalind Ross Drama
David Yates,Eddie Redmayne,Jude Law,Ezra Miller,Fantasy Adventure Action,fantastic beasts: the secrets of dumbledore,Eddie Redmayne Jude Law Ezra Miller David Yates Fantasy Adventure Action
Riley Stearns,Karen Gillan,Beulah Koale,Theo James,Science Fiction Thriller,dual,Karen Gillan Beulah Koale Theo James Riley Stearns Science Fiction Thriller
Toby Meakins,Asa Butterfield,Iola Evans,Eddie Marsan,Horror Thriller Science Fiction,choose or die,Asa Butterfield Iola Evans Eddie Marsan Toby Meakins Horror Thriller Science Fiction
Nick Lyon,Keesha Sharp,Jamie Bamber,Lydia Hearst,Thriller Horror,titanic 666,Keesha Sharp Jamie Bamber Lydia Hearst Nick Lyon Thriller Horror
Pierre Perifel,Sam Rockwell,Marc Maron,Craig Robinson,Animation Action Adventure Crime Comedy,the bad guys,Sam Rockwell Marc Maron Craig Robinson Pierre Perifel Animation Action Adventure Crime Comedy
Robert Eggers,Alexander Skarsgård,Nicole Kidman,Claes Bang,Action Adventure Fantasy,the northman,Alexander Skarsgård Nicole Kidman Claes Bang Robert Eggers Action Adventure Fantasy
Tom Gormican,Nicolas Cage,Pedro Pascal,Sharon Horgan,Action Comedy Crime,the unbearable weight of massive talent,Nicolas Cage Pedro Pascal Sharon Horgan Tom Gormican Action Comedy Crime
Barry Levinson,Ben Foster,Vicky Krieps,Billy Magnussen,History Action Drama,the survivor,Ben Foster Vicky Krieps Billy Magnussen Barry Levinson History Action Drama
Martin Campbell,Liam Neeson,Guy Pearce,Monica Bellucci,Action Thriller Crime,memory,Liam Neeson Guy Pearce Monica Bellucci Martin Campbell Action Thriller Crime
Sammi Cohen,Rowan Blanchard,Auliʻi Cravalho,Isabella Ferreira,Comedy Romance,crush,Rowan Blanchard Auliʻi Cravalho Isabella Ferreira Sammi Cohen Comedy Romance
Josh Sternfeld,Jesse Metcalfe,Bruce Willis,Chad Michael Murray,Action Thriller Crime,fortress: sniper's eye,Jesse Metcalfe Bruce Willis Chad Michael Murray Josh Sternfeld Action Thriller Crime
Michael D. Olmos,Charlie Clark,Kuno Becker,Marko Zaror,Action Fantasy Comedy,green ghost and the masters of the stone,Charlie Clark Kuno Becker Marko Zaror Michael D. Olmos Action Fantasy Comedy
Sam Raimi,Benedict Cumberbatch,Elizabeth Olsen,Chiwetel Ejiofor,Fantasy Action Adventure,doctor strange in the multiverse of madness,Benedict Cumberbatch Elizabeth Olsen Chiwetel Ejiofor Sam Raimi Fantasy Action Adventure
Sofia Alvarez,Emma Pasarow,Belmont Cameli,Kate Bosworth,Romance Drama,along for the ride,Emma Pasarow Belmont Cameli Kate Bosworth Sofia Alvarez Romance Drama
Mark A.Z. Dippé,Pete Davidson,J. K. Simmons,David Koechner,Animation Family Comedy,marmaduke,Pete Davidson J. K. Simmons David Koechner Mark A.Z. Dippé Animation Family Comedy
Emerson Moore,Jordan Claire Robbins,Theo Rossi,Tahirah Sharif,Thriller Horror,escape the field,Jordan Claire Robbins Theo Rossi Tahirah Sharif Emerson Moore Thriller Horror
John Madden,Colin Firth,Matthew Macfadyen,Kelly Macdonald,War History Drama,operation mincemeat,Colin Firth Matthew Macfadyen Kelly Macdonald John Madden War History Drama
Alex Hardcastle,Rebel Wilson,Sam Richardson,Zoë Chao,Comedy,senior year,Rebel Wilson Sam Richardson Zoë Chao Alex Hardcastle Comedy
Keith Thomas,Zac Efron,Ryan Kiera Armstrong,Sydney Lemmon,Science Fiction Thriller Horror,firestarter,Zac Efron Ryan Kiera Armstrong Sydney Lemmon Keith Thomas Science Fiction Thriller Horror
Elizabeth Allen Rosenbaum,Chosen Jacobs,Lexi Underwood,John Salley,Music Comedy Family,sneakerella,Chosen Jacobs Lexi Underwood John Salley Elizabeth Allen Rosenbaum Music Comedy Family
Jerrod Carmichael,Jerrod Carmichael,Christopher Abbott,Tiffany Haddish,Comedy Drama,on the count of three,Jerrod Carmichael Christopher Abbott Tiffany Haddish Jerrod Carmichael Comedy Drama
Chadd Harbold,Ashley Benson,Shiloh Fernandez,Logan Miller,Thriller Drama,private property,Ashley Benson Shiloh Fernandez Logan Miller Chadd Harbold Thriller Drama
Brian Cates,Tommy Woodward,Eddie James,Leigh-Allyn Baker,Comedy Family,family camp,Tommy Woodward Eddie James Leigh-Allyn Baker Brian Cates Comedy Family
Jared Cohn,Clive Standen,Theo Rossi,Mike Tyson,Action,vendetta,Clive Standen Theo Rossi Mike Tyson Jared Cohn Action
Simon Curtis,Hugh Bonneville,Elizabeth McGovern,Maggie Smith,Drama Romance,downton abbey: a new era,Hugh Bonneville Elizabeth McGovern Maggie Smith Simon Curtis Drama Romance
Akiva Schaffer,John Mulaney,Andy Samberg,Will Arnett,Animation Family Comedy Adventure Mystery,chip 'n dale: rescue rangers,John Mulaney Andy Samberg Will Arnett Akiva Schaffer Animation Family Comedy Adventure Mystery
Alex Garland,Jessie Buckley,Rory Kinnear,Paapa Essiedu,Horror Thriller Fantasy,men,Jessie Buckley Rory Kinnear Paapa Essiedu Alex Garland Horror Thriller Fantasy
"Colson Baker, Mod Sun (directors/screenplay); Colson Baker, Mod Sun, Becky G, Dove Cameron, Pete Davidson, Whitney Cummings, Megan Fox",Colson Baker,Mod Sun,Becky G,Comedy,good mourning,"Colson Baker Mod Sun Becky G Colson Baker, Mod Sun (directors/screenplay); Colson Baker, Mod Sun, Becky G, Dove Cameron, Pete Davidson, Whitney Cummings, Megan Fox Comedy"
Joseph Kosinski,Tom Cruise,Miles Teller,Jennifer Connelly,Action Drama,top gun: maverick,Tom Cruise Miles Teller Jennifer Connelly Joseph Kosinski Action Drama
"Loren Bouchard, Bernard Derriman",H. Jon Benjamin,Dan Mintz,Eugene Mirman,Animation Adventure Comedy,the bob's burgers movie,"H. Jon Benjamin Dan Mintz Eugene Mirman Loren Bouchard, Bernard Derriman Animation Adventure Comedy"
Rick Dugdale,Anthony Hopkins,Chris Brochu,Aleks Paunovic,Science Fiction Thriller,zero contact,Anthony Hopkins Chris Brochu Aleks Paunovic Rick Dugdale Science Fiction Thriller
Jonas Carpignano,Swamy Rotolo,Claudio Rotolo,Carmela Fumo,Drama,a chiara,Swamy Rotolo Claudio Rotolo Carmela Fumo Jonas Carpignano Drama
Trey Parker,Trey Parker,Matt Stone,April Stewart,Animation Comedy,south park the streaming wars,Trey Parker Matt Stone April Stewart Trey Parker Animation Comedy
Julia Hart,Elijah Richardson,Grace VanderWaal,Tyrel Jackson Williams,Comedy Romance Music,hollywood stargirl,Elijah Richardson Grace VanderWaal Tyrel Jackson Williams Julia Hart Comedy Romance Music
David Cronenberg,Viggo Mortensen,Léa Seydoux,Kristen Stewart,Drama Horror Science Fiction,crimes of the future,Viggo Mortensen Léa Seydoux Kristen Stewart David Cronenberg Drama Horror Science Fiction
Terence Davies,Jack Lowden,Peter Capaldi,Simon Russell Beale,War Drama History,benediction,Jack Lowden Peter Capaldi Simon Russell Beale Terence Davies War Drama History
Andrew Ahn,Joel Kim Booster,Bowen Yang,Conrad Ricamora,Comedy Romance,fire island,Joel Kim Booster Bowen Yang Conrad Ricamora Andrew Ahn Comedy Romance
Chloe Okuno,Maika Monroe,Karl Glusman,Burn Gorman,Mystery Thriller Horror,watcher,Maika Monroe Karl Glusman Burn Gorman Chloe Okuno Mystery Thriller Horror
Jesse V. Johnson,Michael Rooker,Bruce Willis,Olga Kurylenko,Action Crime Thriller,white elephant,Michael Rooker Bruce Willis Olga Kurylenko Jesse V. Johnson Action Crime Thriller
Jeremiah Zagar,Adam Sandler,Queen Latifah,Ben Foster,Drama Comedy,hustle,Adam Sandler Queen Latifah Ben Foster Jeremiah Zagar Drama Comedy
Colin Trevorrow,Chris Pratt,Bryce Dallas Howard,Laura Dern,Adventure Action Science Fiction,jurassic world dominion,Chris Pratt Bryce Dallas Howard Laura Dern Colin Trevorrow Adventure Action Science Fiction
Gaz Alazraki,Andy García,Gloria Estefan,Adria Arjona,Romance Comedy,father of the bride,Andy García Gloria Estefan Adria Arjona Gaz Alazraki Romance Comedy
Angus MacLane,Chris Evans,Keke Palmer,Peter Sohn,Animation Action Adventure Family Science Fiction,lightyear,Chris Evans Keke Palmer Peter Sohn Angus MacLane Animation Action Adventure Family Science Fiction
Joseph Kosinski,Chris Hemsworth,Miles Teller,Jurnee Smollett,Science Fiction Thriller,spiderhead,Chris Hemsworth Miles Teller Jurnee Smollett Joseph Kosinski Science Fiction Thriller
David Frankel,Bryan Cranston,Annette Bening,Rainn Wilson,Comedy Drama,jerry & marge go large,Bryan Cranston Annette Bening Rainn Wilson David Frankel Comedy Drama
Cooper Raiff,Cooper Raiff,Dakota Johnson,Raúl Castillo,Comedy Drama Romance,cha cha real smooth,Cooper Raiff Dakota Johnson Raúl Castillo Cooper Raiff Comedy Drama Romance
Sonja O'Hara,Shane West,Sarah Hay,Bruce Dern,Horror Thriller,mid-century,Shane West Sarah Hay Bruce Dern Sonja O'Hara Horror Thriller
Spencer Squire,Emma Roberts,John Gallagher Jr.,Michael Shannon,Drama Mystery Thriller,abandoned,Emma Roberts John Gallagher Jr. Michael Shannon Spencer Squire Drama Mystery Thriller
Mike Judge,Mike Judge,Gary Cole,Chris Diamantopoulos,Animation Comedy Science Fiction,beavis and butt-head do the universe,Mike Judge Gary Cole Chris Diamantopoulos Mike Judge Animation Comedy Science Fiction
Baz Luhrmann,Austin Butler,Tom Hanks,Olivia DeJonge,Music Drama History,elvis,Austin Butler Tom Hanks Olivia DeJonge Baz Luhrmann Music Drama History
Scott Derrickson,Ethan Hawke,Mason Thames,Madeleine McGraw,Horror Thriller,the black phone,Ethan Hawke Mason Thames Madeleine McGraw Scott Derrickson Horror Thriller
Patrick Hughes,Kevin Hart,Woody Harrelson,Kaley Cuoco,Action Comedy,the man from toronto,Kevin Hart Woody Harrelson Kaley Cuoco Patrick Hughes Action Comedy
Chris Williams,Karl Urban,Zaris-Angel Hator,Jared Harris,Animation Adventure Family Fantasy,the sea beast,Karl Urban Zaris-Angel Hator Jared Harris Chris Williams Animation Adventure Family Fantasy
Dean Fleischer-Camp,Jenny Slate,Rosa Salazar,Thomas Mann,Animation Comedy Family Drama,marcel the shell with shoes on,Jenny Slate Rosa Salazar Thomas Mann Dean Fleischer-Camp Animation Comedy Family Drama
Akin Omotoso,Uche Agada,Ral Agada,Jaden Osimuwa,Fantasy Action Comedy Crime,rise,Uche Agada Ral Agada Jaden Osimuwa Akin Omotoso Fantasy Action Comedy Crime
Greg Björkman,Clara Rugaard,Lewis Pullman,Lyrica Okano,Music Science Fiction Romance Drama,press play,Clara Rugaard Lewis Pullman Lyrica Okano Greg Björkman Music Science Fiction Romance Drama
Andrew Dosunmu,Gracie Marie Bradley,Niecy Nash,Aleyse Shannon,Romance,beauty,Gracie Marie Bradley Niecy Nash Aleyse Shannon Andrew Dosunmu Romance
Kyle Balda,Steve Carell,Taraji P. Henson,Michelle Yeoh,Animation Comedy Family,minions: the rise of gru,Steve Carell Taraji P. Henson Michelle Yeoh Kyle Balda Animation Comedy Family
John Michael McDonagh,Ralph Fiennes,Jessica Chastain,Matt Smith,Drama,the forgiven,Ralph Fiennes Jessica Chastain Matt Smith John Michael McDonagh Drama
Emma Holly Jones,Freida Pinto,Sope Dirisu,Oliver Jackson-Cohen,Comedy Drama Romance,mr. malcolm's list,Freida Pinto Sope Dirisu Oliver Jackson-Cohen Emma Holly Jones Comedy Drama Romance
Le-Van Kiet,Joey King,Dominic Cooper,Olga Kurylenko,Fantasy Action,the princess,Joey King Dominic Cooper Olga Kurylenko Le-Van Kiet Fantasy Action
James Cullen Bressack,Kevin Dillon,Mel Gibson,Shannen Doherty,Thriller Action,hot seat,Kevin Dillon Mel Gibson Shannen Doherty James Cullen Bressack Thriller Action
Michael Lewen,Talia Ryder,Jordan Fisher,Ayo Edebiri,Romance Drama,"hello, goodbye, and everything in between",Talia Ryder Jordan Fisher Ayo Edebiri Michael Lewen Romance Drama
Taika Waititi,Chris Hemsworth,Christian Bale,Tessa Thompson,Fantasy Action Comedy,thor: love and thunder,Chris Hemsworth Christian Bale Tessa Thompson Taika Waititi Fantasy Action Comedy
Trey Parker,Trey Parker,Matt Stone,April Stewart,Animation Comedy,south park the streaming wars part 2,Trey Parker Matt Stone April Stewart Trey Parker Animation Comedy
"Anthony Russo, Joe Russo",Ryan Gosling,Chris Evans,Ana de Armas,Action Thriller,the gray man,"Ryan Gosling Chris Evans Ana de Armas Anthony Russo, Joe Russo Action Thriller"
Olivia Newman,Daisy Edgar-Jones,Taylor John Smith,Harris Dickinson,Drama Mystery Thriller,where the crawdads sing,Daisy Edgar-Jones Taylor John Smith Harris Dickinson Olivia Newman Drama Mystery Thriller
"Rob Minkoff, Mark Koetsier",Michael Cera,Ricky Gervais,Mel Brooks,Family Comedy Animation Action,paws of fury: the legend of hank,"Michael Cera Ricky Gervais Mel Brooks Rob Minkoff, Mark Koetsier Family Comedy Animation Action"
Anthony Fabian,Lesley Manville,Isabelle Huppert,Lambert Wilson,Comedy Drama,mrs. harris goes to paris,Lesley Manville Isabelle Huppert Lambert Wilson Anthony Fabian Comedy Drama
Carrie Cracknell,Dakota Johnson,Cosmo Jarvis,Nikki Amuka-Bird,Romance Drama Comedy,persuasion,Dakota Johnson Cosmo Jarvis Nikki Amuka-Bird Carrie Cracknell Romance Drama Comedy
Eli Horowitz,Winona Ryder,Dermot Mulroney,John Gallagher Jr.,Mystery Thriller,gone in the night,Winona Ryder Dermot Mulroney John Gallagher Jr. Eli Horowitz Mystery Thriller
Kyle Newman,Paris Berelc,Taylor Zakhar Perez,Hari Nef,Comedy,1up,Paris Berelc Taylor Zakhar Perez Hari Nef Kyle Newman Comedy
Jordan Peele,Daniel Kaluuya,Keke Palmer,Steven Yeun,Horror Mystery Science Fiction Thriller,nope,Daniel Kaluuya Keke Palmer Steven Yeun Jordan Peele Horror Mystery Science Fiction Thriller
Billy Porter,Eva Reign,Abubakr Ali,Renée Elise Goldsberry,Romance Comedy Drama,anything's possible,Eva Reign Abubakr Ali Renée Elise Goldsberry Billy Porter Romance Comedy Drama
Katie Holmes,Katie Holmes,Jim Sturgess,Derek Luke,Drama Romance,alone together,Katie Holmes Jim Sturgess Derek Luke Katie Holmes Drama Romance
Jared Stern,Dwayne Johnson,Kevin Hart,Kate McKinnon,Animation Action Family Comedy Science Fiction,dc league of super-pets,Dwayne Johnson Kevin Hart Kate McKinnon Jared Stern Animation Action Family Comedy Science Fiction
Ron Howard,Viggo Mortensen,Colin Farrell,Joel Edgerton,Drama Thriller Action Adventure,thirteen lives,Viggo Mortensen Colin Farrell Joel Edgerton Ron Howard Drama Thriller Action Adventure
B. J. Novak,B. J. Novak,Boyd Holbrook,Dove Cameron,Action Fantasy,vengeance,B. J. Novak Boyd Holbrook Dove Cameron B. J. Novak Action Fantasy
Lena Dunham,Kristine Froseth,Jon Bernthal,Luka Sabbat,Comedy,sharp stick,Kristine Froseth Jon Bernthal Luka Sabbat Lena Dunham Comedy
Quinn Shephard,Zoey Deutch,Mia Isaac,Nadia Alexander,Comedy Drama,not okay,Zoey Deutch Mia Isaac Nadia Alexander Quinn Shephard Comedy Drama
